1,农副食品加工业,指直接以农、林、牧、渔业产品为原料进行的谷物磨制、饲料加工、植物油和制糖加工、屠宰及肉类加工、水产品加工，以及蔬菜、水果和坚果等食品的加工
245,核燃料加工,指从沥青铀矿或其他含铀矿石中提取铀、浓缩铀的生产，对铀金属的冶炼、加工，以及其他放射性元素、同位素标记、核反应堆燃料元件的制造，还包括与核燃料加工有关的核废物处置活动
246,生物质燃料加工,
247,生物质液体燃料生产,指利用农作物秸秆和农业加工剩余物、薪材及林业加工剩余物、禽畜粪便、工业有机废水和废渣、城市生活垃圾和能源植物等生物质资源作为原料转化为液体燃料的活动
248,生物质致密成型燃料加工,包括对下列生物质燃料的加工活动：林木致密成型燃料，秸秆致密成型燃料，废物、废料致密成型燃料，其他生物致密成型燃料；不包括：木炭、竹炭加工
249,化学原料和化学制品制造业,
250,基础化学原料制造,
251,无机酸制造,
252,无机碱制造,指烧碱、纯碱等生产活动
253,无机盐制造,
254,有机化学原料制造,
255,其他基础化学原料制造,
256,肥料制造,指化学肥料、有机肥料及微生物肥料的制造
257,氮肥制造,指矿物氮肥及用化学方法制成含有作物营养元素氮的化肥的生产活动
258,磷肥制造,指以磷矿石为主要原料，用化学或物理方法制成含有作物营养元素磷的化肥的生产活动
259,钾肥制造,指用天然钾盐矿经富集精制加工制成含有作物营养元素钾的化肥的生产活动
260,复混肥料制造,指经过化学或物理方法加工制成的，含有两种以上作物所需主要营养元素（氮、磷、钾）的化肥的生产活动；包括通用型复混肥料和专用型复混肥料
261,有机肥料及微生物肥料制造,指来源于动植物，经发酵或腐熟等化学处理后，适用于土壤并提供植物养分供给的，其主要成分为含氮物质的肥料制造
262,其他肥料制造,指上述未列明的微量元素肥料及其他肥料的生产
263,农药制造,指用于防治农业、林业作物的病、虫、草、鼠和其他有害生物，调节植物生长的各种化学农药、微生物农药、生物化学农药，以及仓储、农林产品的防蚀、河流堤坝、铁路、机场、建筑物及其他场所用药的原药和制剂的生产活动
264,化学农药制造,指化学农药原药，以及经过机械粉碎、混合或稀释制成粉状、乳状和水状的化学农药制剂的生产活动
265,生物化学农药及微生物农药制造,指由细菌、真菌、病毒和原生动物或基因修饰的微生物等自然产生，以及由植物提取的防治病、虫、草、鼠和其他有害生物的农药制剂生产活动
266,涂料、油墨、颜料及类似产品制造,
267,涂料制造,指在天然树脂或合成树脂中加入颜料、溶剂和辅助材料，经加工后制成的覆盖材料的生产活动
268,油墨及类似产品制造,指由颜料、联接料（植物油、矿物油、树脂、溶剂）和填充料经过混合、研磨调制而成，用于印刷的有色胶浆状物质，以及用于计算机打印、复印机用墨等生产活动
269,工业颜料制造,指用于陶瓷、搪瓷、玻璃等工业的无机颜料及类似材料的生产活动
270,工艺美术颜料制造,指油画、水粉画、广告等艺术用颜料的制造
271,染料制造,指有机合成、植物性或动物性色料，以及有机颜料的生产活动
272,密封用填料及类似品制造,指用于建筑涂料、密封和漆工用的填充料，以及其他类似化学材料的制造
273,合成材料制造,
274,初级形态塑料及合成树脂制造,也称初级塑料或原状塑料的生产活动，包括通用塑料、工程塑料、功能高分子塑料的制造
275,合成橡胶制造,指用一种或多种单体为原料进行聚合生产合成橡胶或高分析弹性体的生产活动
276,合成纤维单（聚合）体制造,指以石油、天然气、煤等为主要原料，用有机合成的方法制成合成纤维单体或聚合体的生产活动
277,其他合成材料制造,指陶瓷纤维等特种纤维及其增强的复合材料的生产活动；其他专用合成材料的制造
278,专用化学产品制造,
279,化学试剂和助剂制造,指各种化学试剂、催化剂及专用助剂的生产活动
280,专项化学用品制造,指水处理化学品、造纸化学品、皮革化学品、油脂化学品、油田化学品、生物工程化学品、日化产品专用化学品等产品的生产活动
281,林产化学产品制造,指以林产品为原料，经过化学和物理加工方法生产产品的活动，包括木炭、竹炭生产活动
282,文化用信息化学品制造,指电影、照相、幻灯及投影用感光材料、冲洗套药，磁、光记录材料，光纤维通讯用辅助材料，及其专用化学制剂的制造
283,医学生产用信息化学品制造,指医学和其他生产用感光材料、冲洗套药等化学制剂制造
284,环境污染处理专用药剂材料制造,指对水污染、空气污染、固体废物、土壤污染等污染物处理所专用的化学药剂及材料的制造
285,动物胶制造,指以动物骨、皮为原料，经一系列工艺处理制成有一定透明度、黏度、纯度的胶产品的生产活动
286,其他专用化学产品制造,指其他各种用途的专用化学用品的制造
287,炸药、火工及焰火产品制造,
288,炸药及火工产品制造,指各种军用和生产用炸药、雷管及类似的火工产品的制造
289,焰火、鞭炮产品制造,指节日、庆典用焰火及民用烟花、鞭炮等产品的制造
290,日用化学产品制造,
291,肥皂及洗涤剂制造,指以喷洒、涂抹、浸泡等方式施用于肌肤、器皿、织物、硬表面，即冲即洗，起到清洁、去污、渗透、乳化、分散、护理、消毒除菌等功能，广泛用于家居、个人清洁卫生、织物清洁护理、工业清洗、公共设施及环境卫生清洗等领域的产品（固、液、粉、膏、片状等），以及中间体表面活性剂产品的制造
292,化妆品制造,指以涂抹、喷洒或者其他类似方法，撒布于人体表面任何部位（皮肤、毛发、指甲、口唇等），以达到清洁、消除不良气味、护肤、美容和修饰目的的日用化学工业产品的制造
293,口腔清洁用品制造,指用于口腔或牙齿清洁卫生制品的生产活动
294,香料、香精制造,指具有香气和香味，用于调配香精的物质――香料的生产，以及以多种天然香料和合成香料为主要原料，并与其他辅料一起按合理的配方和工艺调配制得的具有一定香型的复杂混合物，主要用于各类加香产品中的香精的生产活动
295,其他日用化学产品制造,指室内散香或除臭制品，光洁用品，擦洗膏及类似制品，动物用化妆盥洗品，火柴，蜡烛及类似制品等日用化学产品的生产活动
296,医药制造业,
297,化学药品原料药制造,指供进一步加工化学药品制剂、生物药品制剂所需的原料药生产活动
298,化学药品制剂制造,指直接用于人体疾病防治、诊断的化学药品制剂的制造
299,中药饮片加工,指对采集的天然或人工种植、养殖的动物、植物和矿物的药材部位进行加工、炮制，使其符合中药处方调剂或中成药生产使用的活动
300,中成药生产,以中药材为原料，在中医药理论指导下，为了预防及治疗疾病的需要，按规定的处方和制剂工艺将其加工制成一定剂型的中药制品的生产活动
301,兽用药品制造,指用于动物疾病防治医药的制造
302,生物药品制品制造,指利用生物技术生产生物化学药品、基因工程药物和疫苗的制剂生产活动
303,生物药品制造,指利用生物技术生产生物化学药品的生产活动
304,基因工程药物和疫苗制造,
305,卫生材料及医药用品制造,指卫生材料、外科敷料以及其他内、外科用医药制品的制造
307,药用辅料及包装材料制造,
308,化学纤维制造业,
309,纤维素纤维原料及纤维制造,
310,化纤浆粕制造,指纺织生产用粘胶纤维的基本原料生产活动
311,人造纤维（纤维素纤维）制造,指用化纤浆粕经化学加工生产纤维的活动
312,合成纤维制造,指以石油、天然气、煤等为主要原料，用有机合成的方法制成单体，聚合后经纺丝加工生产纤维的活动
313,锦纶纤维制造,也称聚酰胺纤维制造，指由尼龙66盐和聚己内酰胺为主要原料生产合成纤维的活动
314,涤纶纤维制造,是聚酯纤维制造的一种，指以聚对苯二甲酸乙二醇酯为原料生产合成纤维的活动
315,腈纶纤维制造,也称聚丙烯腈纤维制造，指以丙烯腈为主要原料（含丙烯腈85%以上）生产合成纤维的活动
316,维纶纤维制造,也称聚乙烯醇纤维制造，指以聚乙烯醇为主要原料生产合成纤维的活动
317,丙纶纤维制造,也称聚丙烯纤维制造，指以聚丙烯为主要原料生产合成纤维的活动
318,氨纶纤维制造,也称聚氨酯纤维制造，指以聚氨基甲酸酯为主要原料生产合成纤维的活动
319,其他合成纤维制造,
320,生物基材料制造,
321,生物基化学纤维制造,指以生物单体或天然有机高分子为原料生产纤维的活动，除天然动植物纤维外，特指生物基再生纤维、生物基合成纤维等
322,生物基、淀粉基新材料制造,指使用可再生生物资源（如玉米、木薯、秸秆等）经过糖化、发酵、聚合等步骤制成的聚乳酸等生物基、淀粉基材料的活动
323,橡胶和塑料制品业,
324,橡胶制品业,指以天然及合成橡胶为原料生产各种橡胶制品的活动，还包括利用废橡胶再生产橡胶制品的活动；不包括橡胶鞋制造
325,轮胎制造,
326,橡胶板、管、带制造,指用未硫化的、硫化的或硬质橡胶生产橡胶板状、片状、管状、带状、棒状和异型橡胶制品的活动，以及以橡胶为主要成分，用橡胶灌注、涂层、覆盖或层叠的纺织物、纱绳、钢丝（钢缆）等制作的传动带或输送带的生产活动
327,橡胶零件制造,指各种用途的橡胶异形制品、橡胶零配件制品的生产活动
328,再生橡胶制造,指用废橡胶生产再生橡胶的活动
329,日用及医用橡胶制品制造,
330,运动场地用塑胶制造,指运动场地、操场及其他特殊场地用的合成材料跑道面层制造和其他塑胶制造
331,其他橡胶制品制造,
332,塑料制品业,指以合成树脂（高分子化合物）为主要原料，经采用挤塑、注塑、吹塑、压延、层压等工艺加工成型的各种制品的生产，以及利用回收的废旧塑料加工再生产塑料制品的活动；不包括塑料鞋制造
333,塑料薄膜制造,指用于农业覆盖，工业、商业及日用包装薄膜的制造
334,塑料板、管、型材制造,指各种塑料板、管及管件、棒材、薄片等生产活动，以及以聚氯乙烯为主要原料，经连续挤出成型的塑料异型材的生产活动
335,塑料丝、绳及编织品制造,指塑料制丝、绳、扁条，塑料袋及编织袋、编织布等生产活动
336,泡沫塑料制造,指以合成树脂为主要原料，经发泡成型工艺加工制成内部具有微孔的塑料制品的生产活动
337,塑料人造革、合成革制造,指外观和手感似皮革，其透气、透湿性虽然略逊色于天然革，但具有优异的物理、机械性能，如强度和耐磨性等，并可代替天然革使用的塑料人造革的生产活动；模拟天然人造革的组成和结构，正反面都与皮革十分相似，比普通人造革更近似天然革，并可代替天然革的塑料合成革的生产活动
338,塑料包装箱及容器制造,指用吹塑或注塑工艺等制成的，可盛装各种物品或液体物质，以便于储存、运输等用途的塑料包装箱及塑料容器制品的生产活动
339,日用塑料制品制造,指塑料制餐、厨用具，卫生设备、洁具及其配件，塑料服装，日用塑料装饰品，以及其他日用塑料制品的生产活动
340,人造草坪制造,指采用合成纤维，植入在机织的基布上，并具有天然草运动性能的人造草制造
341,塑料零件及其他塑料制品制造,指塑料制绝缘零件、密封制品、紧固件，以及汽车、家具等专用零配件的制造，以及上述未列明的其他各类非日用塑料制品的生产活动
342,非金属矿物制品业,
343,水泥、石灰和石膏制造,
344,水泥制造,指以水泥熟料加入适量石膏或一定混合材，经研磨设备（水泥磨）磨制到规定的细度，制成水凝水泥的生产活动，还包括水泥熟料的生产活动
345,石灰和石膏制造,
346,石膏、水泥制品及类似制品制造,
347,水泥制品制造,指水泥制管、杆、桩、砖、瓦等制品制造
348,砼结构构件制造,指用于建筑施工工程的水泥混凝土预制构件的生产活动
349,石棉水泥制品制造,
350,轻质建筑材料制造,指石膏板、石膏制品及类似轻质建筑材料的制造
351,其他水泥类似制品制造,指玻璃纤维增强水泥制品，以及其他未列明的水泥制品的制造
352,砖瓦、石材等建筑材料制造,指粘土、陶瓷砖瓦的生产，建筑用石的加工，用废料或废渣生产的建筑材料，以及其他建筑材料的制造
353,粘土砖瓦及建筑砌块制造,指用粘土和其他材料生产的砖、瓦及建筑砌块的活动
354,建筑用石加工,指用于建筑、筑路、墓地及其他用途的大理石板、花岗岩等石材的切割、成形和修饰活动
355,防水建筑材料制造,指以沥青或类似材料为主要原料制造防水材料的活动
356,隔热和隔音材料制造,指用于隔热、隔音、保温的岩石棉、矿渣棉、膨胀珍珠岩、膨胀蛭石等矿物绝缘材料及其制品的制造，但不包括石棉隔热、隔音材料的制造
357,其他建筑材料制造,
358,玻璃制造,指任何形态玻璃的生产，以及利用废玻璃再生产玻璃活动，包括特制玻璃的生产
359,平板玻璃制造,指用浮法、垂直引上法、压延法等生产平板玻璃原片的活动
360,特种玻璃制造,指具有钢化、单向透视、耐高压、耐高温、隔音、防紫外线、防弹、防爆、中空、夹层、变形、超厚、超薄等某一种特殊功能或特殊工艺的玻璃制造
361,其他玻璃制造,指未列明的玻璃制造
362,玻璃制品制造,指任何形态玻璃制品的生产，以及利用废玻璃再生产玻璃制品的活动
363,技术玻璃制品制造,指用于建筑、工业生产的技术玻璃制品的制造
364,光学玻璃制造,指用于放大镜、显微镜、光学仪器等方面的光学玻璃，日用光学玻璃，钟表用玻璃或类似玻璃，光学玻璃眼镜毛坯的制造，以及未进行光学加工的光学玻璃元件的制造
365,玻璃仪器制造,指实验室、医疗卫生用各种玻璃仪器和玻璃器皿以及玻璃管的制造
366,日用玻璃制品制造,指餐厅、厨房、卫生间、室内装饰及其他生活用玻璃制品的制造
367,玻璃包装容器制造,指主要用于产品包装的各种玻璃容器的制造
368,玻璃保温容器制造,指玻璃保温瓶和其他个人或家庭用玻璃保温容器的制造
369,制镜及类似品加工,指以平板玻璃为材料，经对其进行镀银、镀铝，或冷、热加工后成型的镜子及类似制品的制造
370,其他玻璃制品制造,
371,玻璃纤维和玻璃纤维增强塑料制品制造,
372,玻璃纤维及制品制造,
373,玻璃纤维增强塑料制品制造,也称玻璃钢，指用玻璃纤维增强热固性树脂生产塑料制品的活动
374,陶瓷制品制造,
375,建筑陶瓷制品制造,指用于建筑物的内、外墙及地面装饰或耐酸腐蚀的陶瓷材料（不论是否涂釉）的生产活动，以及水道、排水沟的陶瓷管道及配件的制造
376,卫生陶瓷制品制造,指卫生和清洁盥洗用的陶瓷用具的生产活动
377,特种陶瓷制品制造,指专为工业、农业、实验室等领域的各种特定用途和要求，采用特殊生产工艺制造陶瓷制品的生产活动
378,日用陶瓷制品制造,指以粘土、瓷石、长石、石英等为原料，经破碎、制泥、成型、烧炼等工艺制成，主要供日常生活用的各种瓷器、炻器、陶器等陶瓷制品的制造
379,陈设艺术陶瓷制造,指以粘土、瓷土、瓷石、长石、石英等为原料，经制胎、施釉、装饰、烧制等工艺制成，主要供欣赏、装饰的陶瓷工艺美术品制造
380,园艺陶瓷制造,指专门为园林、公园、室外景观的摆设或具有一定功能的大型陶瓷制造
381,其他陶瓷制品制造,指以石英、长石、瓷土等为原料，经制胎、施釉、装饰、烧成等工艺制成的实用陶瓷的制造，以及其他未列明的陶瓷制品的制造
382,耐火材料制品制造,
383,石棉制品制造,指以石棉或其他矿物纤维素为基础，制造摩擦制品、石棉纺织制品、石棉橡胶制品、石棉保温隔热材料制品的生产活动
384,云母制品制造,
385,耐火陶瓷制品及其他耐火材料制造,指用硅质、粘土质、高铝质等石粉成形的陶瓷隔热制品的制造
386,石墨及其他非金属矿物制品制造,
387,石墨及碳素制品制造,指以炭、石墨材料加工的特种石墨制品、石墨烯、碳素制品、异形制品，以及用树脂和各种有机物浸渍加工而成的碳素异形产品的制造
388,其他非金属矿物制品制造,
389,黑色金属冶炼和压延加工业,
390,炼铁,指用高炉法、直接还原法、熔融还原法等，将铁从矿石等含铁化合物中还原出来的生产活动
391,炼钢,指利用不同来源的氧（如空气、氧气）来氧化炉料（主要是生铁）所含杂质的金属提纯活动
392,钢压延加工,指通过热轧、冷加工、锻压和挤压等塑性加工使连铸坯、钢锭产生塑性变形，制成具有一定形状尺寸的钢材产品的生产活动
393,铁合金冶炼,指铁与其他一种或一种以上的金属或非金属元素组成的合金生产活动
394,有色金属冶炼和压延加工业,
395,常用有色金属冶炼,指通过熔炼、精炼、电解或其他方法从有色金属矿、废杂金属料等有色金属原料中提炼常用有色金属的生产活动
396,铜冶炼,指对铜精矿等矿山原料、废杂铜料进行熔炼、精炼、电解等提炼铜的生产活动
397,铅锌冶炼,
398,镍钴冶炼,
399,锡冶炼,
400,锑冶炼,
401,铝冶炼,指对铝矿山原料通过冶炼、电解、铸型，以及对废杂铝料进行熔炼等提炼铝的生产活动
402,镁冶炼,
403,硅冶炼,
404,其他常用有色金属冶炼,
405,贵金属冶炼,指对金、银及铂族金属的提炼活动
406,金冶炼,指用金精（块）矿、阳极泥（冶炼其他有色金属时回收的阳极泥含金）、废杂金提炼黄金的生产活动
407,银冶炼,指用银精（块）矿、阳极泥（冶炼其他有色金属时回收的阳极泥含银）、废杂银提炼白银的生产活动
408,其他贵金属冶炼,
409,稀有稀土金属冶炼,指钨钼、稀有轻金属、稀有高熔点金属、稀散金属、稀土金属及其他稀有稀土金属冶炼活动，但不包括钍和铀等放射性金属的冶炼加工
410,钨钼冶炼,
411,稀土金属冶炼,
412,其他稀有金属冶炼,
413,有色金属合金制造,指以有色金属为基体，加入一种或几种其他元素所构成的合金生产活动
414,有色金属压延加工,
415,铜压延加工,指铜及铜合金的压延加工生产活动
416,铝压延加工,指铝及铝合金的压延加工生产活动
417,贵金属压延加工,指对金、银及铂族等贵金属，进行轧制、拉制或挤压加工的生产活动
418,稀有稀土金属压延加工,指对钨、钼、钽等稀有金属材的加工
419,其他有色金属压延加工,
420,金属制品业,
421,结构性金属制品制造,
422,金属结构制造,指以铁、钢或铝等金属为主要材料，制造金属构件、金属构件零件、建筑用钢制品及类似品的生产活动，这些制品可以运输，并便于装配、安装或竖立
423,金属门窗制造,指用金属材料（铝合金或其他金属）制作建筑物用门窗及类似品的生产活动
424,金属工具制造,
425,切削工具制造,指手工或机床用可互换的切削工具的制造
426,手工具制造,指在生产和日常生活中，进行装配、安装、维修时使用的手工工具的制造
427,农用及园林用金属工具制造,指主要用于农牧业生产的小农具，园艺或林业作业用金属工具的制造
428,刀剪及类似日用金属工具制造,指日常生活用刀剪、刀具、指甲钳等类似金属工具的制造
429,其他金属工具制造,指上述类别未包括的用于各种用途的金属工具的制造
430,集装箱及金属包装容器制造,
431,集装箱制造,指专门设计，可长期反复使用，不用换箱内货物，便可从一种运输方式转移到另一种运输方式的放置货物的钢质箱体（其容积大于1m3）的生产活动
432,金属压力容器制造,指用于存装压缩气体、液化气体及其他具有一定压力的液体物质的金属容器（不论其是否配有顶盖、塞子，或衬有除铁、钢、铝以外的材料）的制造
433,金属包装容器及材料制造,指主要为商品运输或包装而制作的金属包装容器及附件的制造
434,金属丝绳及其制品制造,
435,建筑、安全用金属制品制造,
436,建筑、家具用金属配件制造,指用于建筑物、家具、交通工具或其他场所和用具的金属装置、锁及其金属配件的制造
437,建筑装饰及水暖管道零件制造,指用于建筑方面的金属装饰材料，以及建筑工程对中性介质（如水、油、蒸汽、空气、煤气等没有腐蚀性的气体和液体物质）在低压下进行工作的设备和管道上所使用的金属附件的制造
438,安全、消防用金属制品制造,指安全、消防用金属保险柜、保险箱、消防梯等金属制品的制造
439,其他建筑、安全用金属制品制造,
440,金属表面处理及热处理加工,指对外来的金属物件表面进行的电镀、镀层、抛光、喷涂、着色等专业性作业加工
441,搪瓷制品制造,指在金属坯体表面涂搪瓷釉制成的，具有金属机械强度和瓷釉物化特征，及可装饰性的制品制造
442,生产专用搪瓷制品制造,指专为工业生产设备、工业产品及家电配套的各种搪瓷制品的制造
443,建筑装饰搪瓷制品制造,指用于建筑及其装饰方面的搪瓷制品和搪瓷制建筑材料的制造
444,搪瓷卫生洁具制造,指卫生用和清洁盥洗用搪瓷用具的生产活动
445,搪瓷日用品及其他搪瓷制品制造,指金属薄板经过成型、搪烧制成的日用品及其他搪瓷制品的制造
446,金属制日用品制造,指以不锈钢、铝等金属为主要原材料，加工制作各种日常生活用金属制品的生产活动
447,金属制厨房用器具制造,指厨房烹制、调理用各种金属器具、用具的生产活动
448,金属制餐具和器皿制造,
449,金属制卫生器具制造,指卫生用和清洁盥洗用的各种金属器具、用具的生产活动
450,其他金属制日用品制造,
451,铸造及其他金属制品制造,
452,黑色金属铸造,指铸铁件、铸钢件等各种成品、半成品的制造
453,有色金属铸造,指有色金属及其合金铸造的各种成品、半成品的制造
454,锻件及粉末冶金制品制造,指通过对金属坯料进行锻造变形而得到的工件或毛坯，或者将金属粉末和与非金属粉末的混合物通过压制变形、烘焙制作制品和材料的活动，包括自由锻件、模锻件、特殊成形锻件、冷锻件、温锻件、粉末冶金件等制造
455,交通及公共管理用金属标牌制造,
456,其他未列明金属制品制造,指其他上述未包括的金属制品的制造；本类别还包括武器弹药的制造
457,通用设备制造业,
458,锅炉及原动设备制造,
459,锅炉及辅助设备制造,指各种蒸汽锅炉、汽化锅炉，以及除同位素分离器以外的各种核反应堆的制造
460,内燃机及配件制造,指用于移动或固定用途的往复式、旋转式、火花点火式或压燃式内燃机及配件的制造，但不包括飞机、汽车和摩托车发动机的制造
461,汽轮机及辅机制造,指汽轮机和燃气轮机（蒸汽涡轮机）的制造
462,水轮机及辅机制造,
463,风能原动设备制造,指风能发电设备及其他风能原动设备制造
464,其他原动设备制造,
465,金属加工机械制造,
466,金属切削机床制造,指用于加工金属的各种切削加工数控机床及普通机床的制造
467,金属成形机床制造,指以锻压、锤击和模压方式加工金属的机床，或以弯曲、折叠、矫直、剪切、冲压、开槽、拉丝等方式加工金属的数控机床及普通机床的制造
468,铸造机械制造,指金属铸件（机械零件毛坯件）铸造用专用设备及其专门配套件的制造，普通铸造设备、制芯设备、砂处理设备、清理设备和特种铸造设备等制造
469,金属切割及焊接设备制造,指将电能及其他形式的能量转换为切割、焊接能量对金属进行切割、焊接设备的制造
470,机床功能部件及附件制造,指实现机床核心功能的零件和部件的制造，以及扩大机床加工性能和使用范围的附属装置的制造
471,其他金属加工机械制造,
472,物料搬运设备制造,指在工厂、仓库、码头、站台及其他场地，进行起重、输送、装卸、搬运、堆码、存储等作业的机械设备以及车辆及其专门配套件的制造
473,轻小型起重设备制造,指结构轻巧、动作简单、可在狭小场地升降或移动重物的简易起重设备及器具的制造；包括起重滑车、手动葫芦、电动葫芦、普通卷扬机、千斤顶、汽车举升机、单轨小车等制造
474,生产专用起重机制造,指具有起升、行走等主要工作机构的各种起重机及其专门配套件的制造
475,生产专用车辆制造,指用于生产企业内部，进行装卸、堆跺或短距离搬运、牵引、顶推等作业的无轨车辆及其专门配套件的制造；包括电动叉车、内燃叉车、集装箱正面吊运机、短距离牵引车及固定平台搬运车、跨运车，以及手动搬运、堆跺车等制造
476,连续搬运设备制造,指在同一方向上，按照规定的线路连续或间歇地运送或装卸散状物料和成件物品的搬运设备及其专门配套件的制造；包括输送机械、装卸机械、给料机械等三类产品及其专门配套件的制造
477,电梯、自动扶梯及升降机制造,指各种电梯、自动扶梯及自动人行道、升降机及其专门配套件的制造
478,客运索道制造,指动力驱动，利用柔性绳索牵引箱体等运载工具运送人员的机电设备，包括客运架空索道、客运缆车、客运拖牵索道等制造
479,机械式停车设备制造,指采用机械方法存取、停放汽车的机械装置或设备系统的制造，包括平面移动类、巷道堆垛类、垂直升降类、升降横移类、简易升降类停车设备
480,其他物料搬运设备制造,指除上述以外的其他物料搬运设备及其专门配套件的制造
481,泵、阀门、压缩机及类似机械制造,指泵、真空设备、压缩机，液压和气压动力机械及类似机械和阀门的制造
482,泵及真空设备制造,指用以输送各种液体、液固混合体、液气混合体及其增压、循环、真空等用途的设备制造
483,气体压缩机械制造,指对气体进行压缩，使其压力提高到340kPa以上的压缩机械的制造
484,阀门和旋塞制造,指通过改变其流道面积的大小，用以控制流体流量、压力和流向的装置制造
485,液压动力机械及元件制造,指以液体为工作介质，依靠液体压力能，来进行能量转换、传递、控制和分配的元件和装置制造
486,液力动力机械及元件制造,指以液体为工作介质，依靠液体动量矩，来进行能量转换、传递、控制和分配的元件和装置制造
487,气压动力机械及元件制造,指以气体为工作介质，靠气压动力来传送能量的装置制造
488,轴承、齿轮和传动部件制造,
489,滚动轴承制造,指将运转的轴与轴座之间的滑动摩擦变为滚动摩擦，从而减少摩擦损失的一种精密的机械元件的制造
490,滑动轴承制造,指在滑动摩擦下工作的轴承制造
491,齿轮及齿轮减、变速箱制造,指用于传递动力和转速的齿轮和齿轮减(增）速箱（机、器）、齿轮变速箱的制造；不包括汽车变速箱等制造
492,其他传动部件制造,指除齿轮及齿轮减、变速箱以外的其他相关传动装置制造；包括链传动、带传动、离合器、联轴节、制动器、平衡系统及其配套件制造
493,烘炉、风机、包装等设备制造,
494,烘炉、熔炉及电炉制造,指使用液体燃料、粉状固体燃料（焚化炉）或气体燃料，进行煅烧、熔化或其他热处理用的非电力熔炉、窑炉和烘炉等燃烧器的制造，以及工业或实验室用电炉及零件的制造
495,风机、风扇制造,指用来输送各种气体，以及气体增压、循环、通风换气、排尘等设备的制造
496,气体、液体分离及纯净设备制造,指对气体进行杂质的去除，提高气体的纯度的气体净化设备制造；仅对气、液混合物进行分离，不改变气体、液体性质的气、液分离设备制造；对各种混合气体进行分离及液化的气体分离成套设备制造
497,制冷、空调设备制造,指用于专业生产、商业经营等方面的制冷设备和空调设备的制造，但不包括家用空调设备的制造
498,风动和电动工具制造,指带有电动机、非电力发动机或风动装置的手工操作加工工具的制造
499,喷枪及类似器具制造,
500,包装专用设备制造,指对瓶、桶、箱、袋或其他容器的洗涤、干燥、装填、密封和贴标签等专用包装机械的制造
501,文化、办公用机械制造,
